project_id,project_type,project_type_name,total_duration_months,month,progress_pct,is_completion_phase,mat_index,lab_index,cpi_index,material_cost,labour_cost,equip_cost,admin_cost,total_cost
P035,municipal,Municipal Engineering,27,9,8.033559925087282,False,0.8764820081081446,1.040760093935909,0.9980435683439719,572887.9911832816,346560.6896437788,200233.53243862267,80374.41277920896,1124798.0920758676
P035,municipal,Municipal Engineering,27,10,11.327358645732723,False,0.8711651026091609,1.0452016070887473,0.9976025304960473,782754.876743231,478439.8386993964,275255.12127209536,110488.3306371079,1717596.3670339477
P035,municipal,Municipal Engineering,27,11,15.74354962713379,False,0.8629018985933479,1.0495190140682065,1.002258785804329,1039531.1952272519,644122.3482162806,369050.83984855155,148138.24726182438,2177900.5407143603
P035,municipal,Municipal Engineering,27,12,21.470393966703856,False,0.8492675803238432,1.0541778166899984,1.009242593048243,1326747.2010229074,838995.1721119212,478579.1017873357,192103.2596593139,2897929.485528506
P035,municipal,Municipal Engineering,27,13,28.584045471900765,False,0.820953833116193,1.058790396202222,1.0087042344835622,1593087.3018079805,1046725.4622337488,594471.3608264147,238622.80187823361,3415071.1650480786
P035,municipal,Municipal Engineering,27,14,36.962653739622056,False,0.7913947786285829,1.063538065203284,1.0025004800341066,1808811.548281926,1238383.4354924131,700180.8642305501,281054.9517674813,4206401.972111471
P035,municipal,Municipal Engineering,27,15,46.2346149764096,False,0.8059140282765311,1.068186749170852,1.0008703050101067,2038396.093231904,1376413.7533356075,774836.3003073881,311021.89467845904,4662111.219629797
P035,municipal,Municipal Engineering,27,16,55.81320527244794,False,0.7987744339038382,1.072759989411788,1.0022289693489523,2087151.667883795,1428020.279294813,800460.5797633862,321307.56655910425,4518769.334433792
P035,municipal,Municipal Engineering,27,17,65.03060240306475,False,0.7825221199074441,1.0776528174404985,0.9986164672520713,1967583.526282061,1380439.501027427,770276.5044804629,309191.5773109395,4541656.297175808
P035,municipal,Municipal Engineering,27,18,73.31412714420996,False,0.7882103257730761,1.0825998754385306,1.0049786448097626,1781088.7036879575,1246273.4882729815,692234.9543986503,277865.436859776,4076478.1797190625
P035,municipal,Municipal Engineering,27,19,80.3131996959931,False,0.7920881251768563,1.08768904863746,1.0047192245124426,1512314.977883174,1057975.1359186205,584896.2633805833,234779.32558762626,3426415.7882274035
P035,municipal,Municipal Engineering,27,20,85.92536400806279,False,0.7813670399607872,1.0922962456829535,1.0107549892695475,1196227.331292868,851924.344237952,468995.5578144604,188256.39290436768,2629573.36347727
P035,municipal,Municipal Engineering,27,21,90.23952575256409,False,0.7727271871286105,1.0971521794353858,1.0142056747347468,909391.4598616067,657799.4462205435,360524.4931109337,144715.74302968223,2158361.4811639013
P035,municipal,Municipal Engineering,27,22,93.44955087538852,False,0.7552687850218976,1.1019738021685368,1.0190039349371818,661360.4539741604,491597.7779979025,268254.3559602734,107678.19991579515,1640592.1279753628
P035,municipal,Municipal Engineering,27,23,95.78056657708818,False,0.75013666920545,1.1065808229199372,1.0175112049067976,476995.0258712837,358474.73179321433,194797.5769244224,78192.40196899825,1085521.4007536257
P035,municipal,Municipal Engineering,27,24,97.44350842616113,False,0.7556005983894927,1.1115747063512607,1.0186458695812852,342765.901407357,256889.2487285163,138968.1942208424,55782.30014451269,805107.060032421
P035,municipal,Municipal Engineering,27,25,98.61488982961757,False,0.7346711748553811,1.1165676833365046,1.0213338673791754,234757.55677588333,181766.39292532744,97889.62763368174,39293.22547732762,536316.7216625913
P035,municipal,Municipal Engineering,27,26,99.43265881477704,True,0.7106080636233476,1.1213100601173955,1.0246997441288275,55482.633475913426,95575.77478117647,20501.717342812026,21945.22195924991,196936.88387904572
P035,municipal,Municipal Engineering,27,27,100.0,True,0.7115957997102316,1.1260635429175834,1.0245908858507617,0.0,26635.366339967357,0.0,9515.54508538388,36960.54748855769
P036,commercial,Commercial Building,24,1,4.433011252557412,False,0.9971999999999999,1.004,1.003,811259.5246020583,485681.0897533288,226886.4527686189,144429.43126985192,1623640.556326815
P036,commercial,Commercial Building,24,2,5.904513461072577,False,0.9712071642462108,1.008586932270498,1.0024184370536875,262271.7419703729,161954.4565043897,75313.12178343507,47942.180829242985,550958.4361997324
P036,commercial,Commercial Building,24,3,7.825344827938725,False,0.9635180239677203,1.0127629067802717,1.0028042708466007,339647.00346191216,212283.22337825544,98310.28850728457,62581.51989163651,693592.1805202748
P036,commercial,Commercial Building,24,4,10.304139260380568,False,0.9331805575999617,1.017110974862352,1.0034744472718424,424507.04205548676,275123.3812579209,126867.45958401963,80760.1988165299,913354.7219529309
P036,commercial,Commercial Building,24,5,13.456091517809355,False,0.944738905143532,1.0217674523113474,1.009316376068476,546474.7953469452,351439.3142624062,161320.42673509914,102691.97301665766,1160157.9333390645
P036,commercial,Commercial Building,24,6,17.389612674959583,False,0.9194348078775135,1.0263290636528968,1.0132464318415852,663714.2419292788,440541.4386550783,201321.9934240557,128155.82710000791,1410035.9105701745
P036,commercial,Commercial Building,24,7,22.185309506833317,False,0.8851772665049907,1.030583323244537,1.0180925400421483,779041.6507434924,539328.6346239845,245449.10462607583,156245.8849096242,1741062.7651870686
P036,commercial,Commercial Building,24,8,27.86861281190472,False,0.8787737511180428,1.0350674699662874,1.0154234609826702,916550.957065821,641930.6933924416,290877.79241524014,185164.48917470954,2017987.0504577537
P036,commercial,Commercial Building,24,9,34.38169014035748,False,0.8700820654634158,1.0398774063212233,1.00628043795625,1039980.404967063,739072.4686732463,333346.55101717944,212198.8871159122,2420911.5521808364
P036,commercial,Commercial Building,24,10,41.5649547572879,False,0.8430968138102276,1.044306473813288,1.0096223597703418,1111419.5158163214,818593.8609808476,367647.4828015491,234033.87994686232,2533611.211716812
P036,commercial,Commercial Building,24,11,49.159996332630634,False,0.8080193512107434,1.048946249743222,1.0116751300078934,1126239.1562156037,869364.7720147514,388722.68611219357,247449.75203137615,2551594.8363416633
P036,commercial,Commercial Building,24,12,56.84039167900071,False,0.7967468972832714,1.0534973668503809,1.0102715194442908,1123007.513333247,882949.1200465106,393091.18716836534,250230.61494912856,2643590.4268817166
P036,commercial,Commercial Building,24,13,64.26492980886255,False,0.7814539277387141,1.0577673942439239,1.0094620270930728,1064759.504576861,856994.9554330535,379996.1298897901,241894.67575085684,2603651.8966859365
P036,commercial,Commercial Building,24,14,71.1360193769328,False,0.776880329908594,1.0622777080862882,1.0145025402295789,979621.7986210271,796493.66425564,351670.016144343,223863.08131929234,2395021.967290788
P036,commercial,Commercial Building,24,15,77.24311961119531,False,0.7887846985061935,1.066689744658506,1.0200332819272364,884040.6401498105,710872.6663496612,312568.1912164917,198971.9771258559,2018091.1373635926
P036,commercial,Commercial Building,24,16,82.47929389536729,False,0.784508076902744,1.0712506889361206,1.0178937570084368,753859.1627783156,612102.0803016456,267993.2311763643,170596.8315457121,1838248.0560155825
P036,commercial,Commercial Building,24,17,86.8319833114228,False,0.7736397855535887,1.0760739165247417,1.0155992164271865,617981.0820196847,511114.77053373534,222775.49172531816,141812.51096363185,1538526.2555227564
P036,commercial,Commercial Building,24,18,90.35815766955209,False,0.757739203183796,1.0808836763780665,1.017172600750536,490345.5576110081,415911.9406263876,180473.53060474867,114884.29153188852,1212947.349763473
P036,commercial,Commercial Building,24,19,93.15557050052598,False,0.7506745500994503,1.0858227973996537,1.0152211310054398,385378.03683221457,331462.32016846834,143174.70405312677,91140.92457389137,980368.6934410908
P036,commercial,Commercial Building,24,20,95.33819893557272,False,0.7425571546638823,1.0903534761584905,1.0199309632509803,297432.48593396915,259696.30421628107,111709.3540094197,71110.98203627334,743847.2458774074
P036,commercial,Commercial Building,24,21,97.01913835818863,False,0.7199279756269139,1.0950894086191936,1.0228957765432867,222085.30242881988,200872.40954116662,86032.35164274219,54765.73619510426,548499.9645226541
P036,commercial,Commercial Building,24,22,98.30077744094623,False,0.7176701913078383,1.1000517618568872,1.0219410251269694,168798.80030112382,153850.00377115005,65595.71556439056,41756.35776000048,432860.1219470236
P036,commercial,Commercial Building,24,23,99.27051062077943,True,0.6773739001950343,1.1049385375082428,1.0320145502235456,42191.74268505632,87694.08228823196,14889.60722877422,25275.462419097486,166194.13737730897
P036,commercial,Commercial Building,24,24,100.0,True,0.665195797146669,1.1096313380397864,1.0348958740524126,0.0,26499.494491726986,0.0,11883.540347144648,37623.21510575235
P037,infrastructure,Infrastructure,27,1,4.5125756499378475,False,0.9971999999999999,1.004,1.003,1076951.2413902243,656563.340433298,315520.78276999376,116599.76513488736,2143983.0478081917
P037,infrastructure,Infrastructure,27,2,5.784896110488084,False,1.01525455604359,1.0082871833061595,1.0009921077197372,309143.93749139283,185908.4712419254,88961.06764495328,32875.297476400796,593443.8218761822
P037,infrastructure,Infrastructure,27,3,7.3888749441142725,False,1.0379721007352138,1.012434354566607,0.9990720304223181,398449.7779822804,235333.5943678584,112150.73084463566,41444.96841503809,796317.9123121544
P037,infrastructure,Infrastructure,27,4,9.394354942823167,False,1.0563680101590545,1.0171244238283594,1.0044081043358117,507017.385941107,295604.362857843,140223.82517419112,51819.296776862255,984049.419267616
P037,infrastructure,Infrastructure,27,5,11.876136120899279,False,1.0451323845026614,1.0215800026842363,1.003735932623454,620760.490072464,367412.8075586657,173526.9612557514,64126.37148450782,1291870.7254523605
P037,infrastructure,Infrastructure,27,6,14.908477715551664,False,1.023987792297291,1.0264673527353438,1.0047376941392092,743125.5238238237,451067.6547905801,212022.3277772438,78352.21948026236,1459795.628284409
P037,infrastructure,Infrastructure,27,7,18.556393785433723,False,0.9783731362112656,1.0310894312774337,1.0065724319094342,854158.8262767913,545079.1808644179,255063.49879459184,94257.95598260783,1757488.3758863832
P037,infrastructure,Infrastructure,27,8,22.863707375588525,False,0.9621917766500996,1.0356073894625646,1.008912330362841,991876.0595194977,646427.8421550964,301168.79162351403,111296.02957044625,2092767.8751801625
P037,infrastructure,Infrastructure,27,9,27.838947192598614,False,0.9311759701351353,1.040268192165647,1.0039513441162828,1108753.6316527133,750028.4901203383,347870.4144390542,128554.47512799177,2333212.824025129
P037,infrastructure,Infrastructure,27,10,33.44173955133646,False,0.9281455899317745,1.0447728965685468,1.003089040037286,1244543.0071095484,848290.975706767,391749.0958297958,144769.71109334694,2609424.9165205383
P037,infrastructure,Infrastructure,27,11,39.573822535713,False,0.9106185075505389,1.0494265196343138,1.0008795863785571,1336391.7070169575,932563.6428366456,428757.2715302167,158445.97215246502,2879212.9683071775
P037,infrastructure,Infrastructure,27,12,46.07919815025362,False,0.8961656372146016,1.0539952797225218,1.0035113636913782,1395243.282910108,993640.9123152427,454858.01576333825,168091.42441304165,2970631.547925895
P037,infrastructure,Infrastructure,27,13,52.756282484856975,False,0.8822141139888207,1.058519165782976,1.0022321364328677,1409776.0844339433,1024245.3691024896,466863.94629291823,172528.1802669192,3041552.22204732
P037,infrastructure,Infrastructure,27,14,59.38117843408378,False,0.8763118550525181,1.0635422877634775,0.9954274792855649,1389399.1358374134,1021062.3107450153,463214.91711692244,171179.69240771653,2913505.388023694
P037,infrastructure,Infrastructure,27,15,65.73686005456283,False,0.8552049102116788,1.0682432816499914,0.9991497139756703,1300833.148129356,983899.467265217,444391.36216099374,164223.50376113568,2932619.567078975
P037,infrastructure,Infrastructure,27,16,71.64050545688224,False,0.8428094672987034,1.072916465244998,0.9960706060295174,1190800.3269975628,917919.4996044459,412784.84019696113,152543.40774532632,2659050.3404435334
P037,infrastructure,Infrastructure,27,17,76.96203071154235,False,0.8465312015020239,1.0777662852445988,0.9995751228424803,1078123.1544458733,831149.4905034536,372082.806834225,137502.09259345886,2459873.023361819
P037,infrastructure,Infrastructure,27,18,81.63054261681812,False,0.8388402065906813,1.082561167090047,1.0002715126718598,937231.7337489752,732401.6879877084,326423.8973465044,120628.97863930064,2211292.847633611
P037,infrastructure,Infrastructure,27,19,85.62975969688627,False,0.8154131204852888,1.0874711067876115,1.0100356635145176,780444.3655650947,630247.4933998412,279626.581681264,103335.17007427849,1731594.565521277
P037,infrastructure,Infrastructure,27,20,88.98631509492586,False,0.7816177262211956,1.0923758867666487,1.005455268391621,627881.2226393515,531354.4791196922,234691.46420069167,86729.53129972363,1527150.171427118
P037,infrastructure,Infrastructure,27,21,91.75548386393953,False,0.7592735840179485,1.0971879986833164,1.0107375715862161,503195.7811417332,440300.2125232016,193621.19671798637,71552.13632602603,1230999.3999331207
P037,infrastructure,Infrastructure,27,22,94.00784805545955,False,0.7461696347928224,1.102055999428321,1.0134040079980455,402221.66696293926,359716.7814892121,157486.049635819,58198.500391474154,941571.295343823
P037,infrastructure,Infrastructure,27,23,95.81879442003658,False,0.72584597032174,1.106919574147171,1.0096507528370007,314585.9582717233,290495.9465313195,126621.9690995521,46792.77139308877,792421.2955413178
P037,infrastructure,Infrastructure,27,24,97.26134162476829,False,0.7193217436607328,1.1118781707280712,1.0083431416047233,248337.61030460006,232437.2127843218,100863.37793049208,37273.760777843774,646508.089927808
P037,infrastructure,Infrastructure,27,25,98.40193613220757,False,0.6913957008900048,1.1170270354621028,1.009280827532687,188732.7319401084,184634.72419242573,79750.74541195824,29471.65033862505,450229.91986827774
P037,infrastructure,Infrastructure,27,26,99.29850161794728,True,0.6927179280397625,1.1217383427251149,1.0105471704105728,52023.04444400671,109308.33174395186,18806.446637789806,18532.976849571234,196410.11365351846
P037,infrastructure,Infrastructure,27,27,100.0,True,0.6871303487088702,1.1266434274489963,1.0100950037453915,0.0,34359.974867949066,0.0,9062.955719199697,43609.67569134113
P038,residential,Residential Building,29,1,3.259470806213374,False,0.9971999999999999,1.004,1.003,135893.38697714798,89539.34158639563,38120.02155375516,23387.89193818798,286953.5225006009
P038,residential,Residential Building,29,2,4.213316736548736,False,1.0037701595209827,1.0081910426537446,1.0016094606330168,40029.620182743616,26312.017773157597,11155.377539824281,6844.192468862822,87019.46635532293
P038,residential,Residential Building,29,3,5.430901193113735,False,1.0006552782523657,1.0126003643738808,1.0060496323007295,50939.24966181875,33734.188147691064,14239.840908928405,8736.612594128994,108093.86981797745
P038,residential,Residential Building,29,4,6.975183439694745,False,0.9961746849199695,1.0170057563500785,1.0079688297893494,64317.79356877686,42971.763605952554,18060.62272824537,11080.788401678496,137640.82924081502
P038,residential,Residential Building,29,5,8.917922827368411,False,0.9975518128023486,1.0215466961799753,1.0030314501661504,81024.98607722369,54300.75361347353,22720.64139684192,13939.863727682303,169870.01546365864
P038,residential,Residential Building,29,6,11.337024028724432,False,0.9836626625594391,1.025922472712011,1.000134921375641,99487.65210454015,67904.98668165239,28291.767412249614,17357.933495524485,216204.9927101116
P038,residential,Residential Building,29,7,14.311163485292388,False,0.9743771202901566,1.030585782288177,0.9988399779208608,121159.46969791556,83864.57751998771,34783.02673308937,21340.535428854204,261506.19334533205
P038,residential,Residential Building,29,8,17.910952029183772,False,0.9720810519832569,1.0352661616628047,0.9983628065092247,146301.3811161335,101967.57657342465,42100.09079403835,25829.795838136833,300016.7299460644
P038,residential,Residential Building,29,9,22.18644047090317,False,0.9767158979751469,1.0399742956892735,0.9985475896648941,174591.44165672787,121658.21220892457,50002.506922439774,30678.18906900162,368029.8719232644
P038,residential,Residential Building,29,10,27.151954615459672,False,0.9711450980578833,1.0445319653828873,1.0019868720384257,201612.42962466518,141911.9757636815,58072.46558402794,35629.375176195084,440592.59869204304
P038,residential,Residential Building,29,11,32.770996953478715,False,0.9527201789503249,1.048879307020298,0.9955728635700196,223818.8324135045,161257.86663637808,65715.58015750078,40318.67834102931,474656.7549054233
P038,residential,Residential Building,29,12,38.945711851883665,False,0.9429747101535356,1.0533915959805082,0.9982428691648725,243436.62202313592,177967.1506937245,72214.25777669049,44305.83164534733,538810.9427936313
P038,residential,Residential Building,29,13,45.51605281141424,False,0.9345943111756407,1.057959770289821,0.9959294896726911,256731.99646495839,190191.08197559018,76841.16652168908,47144.592939941205,579566.5755182551
P038,residential,Residential Building,29,14,52.27212845914488,False,0.9185210645234018,1.0626181701908308,0.9969226699100738,259449.3468999429,196428.64901739862,79013.36278863209,48477.30707516691,585323.3506787143
P038,residential,Residential Building,29,15,58.979058997917896,False,0.9234563828448297,1.067192496859511,0.9906766613434972,258945.96830320486,195839.21509350886,78438.6030426159,48124.67299254209,579854.0029778014
P038,residential,Residential Building,29,16,65.40867496445443,False,0.9144452573834274,1.0718524865551842,0.9887827958392346,245816.880637974,188561.55097514865,75195.3656892781,46134.839785265554,548522.7587520031
P038,residential,Residential Building,29,17,71.36934324246053,False,0.9229750868057187,1.0763559740705337,0.9913699791191553,230013.7981603755,175543.1822467682,69710.9490286696,42769.96906971703,510223.1615248513
P038,residential,Residential Building,29,18,76.72605833030029,False,0.9174873970122637,1.0811870755951254,1.0000953704348021,205479.08007386056,158464.6812820481,62647.621882829684,38436.38463619248,454852.7515376605
P038,residential,Residential Building,29,19,81.40713067876828,False,0.9220390717153821,1.0859520733282493,1.0021112606377833,180452.804436402,139087.82004870256,54745.874231525646,33588.40153809991,413008.37057018303
P038,residential,Residential Building,29,20,85.3987588880204,False,0.9317573537103043,1.0908358799747508,0.9975554570250827,155496.94815373226,119135.88236373893,46682.71704756818,28641.388362016212,355666.741652495
P038,residential,Residential Building,29,21,88.73197794725822,False,0.9582241701842593,1.0955296483210726,0.995978352744815,133536.48344912342,99912.78848634704,38982.51892280181,23917.06255357677,289143.82669476455
P038,residential,Residential Building,29,22,91.46707763092388,False,0.9531610314355474,1.1001386187648714,0.9991914026196,108995.45670231542,82329.15493955002,31987.41915229131,19625.337867670154,230895.0786611723
P038,residential,Residential Building,29,23,93.67932041159958,False,0.9385257731162525,1.1049892303368047,0.9954862791702856,86805.64082836558,66884.25899185373,25872.525785701542,15873.648874796127,194047.86933650725
P038,residential,Residential Building,29,24,95.4479241089602,False,0.9248253595000938,1.1097564904042434,0.9936328857989747,68384.74253675657,53702.10512691623,20684.09722673991,12690.376633071766,151855.31382333438
P038,residential,Residential Building,29,25,96.84872615763501,False,0.9294521928012169,1.114952318560202,0.9946624445233143,54434.317515195464,42733.27241507189,16382.599342886379,10051.265646787439,127438.79870002354
P038,residential,Residential Building,29,26,97.95003963823616,False,0.9004901554599274,1.1196233158316473,0.9962391202505774,41462.82437378911,33737.73924657987,12880.033635499525,7902.325931335021,98751.40049083681
P038,residential,Residential Building,29,27,98.81087049492696,False,0.8929037930174932,1.124559437699961,0.9907513077264685,32135.972822576383,26487.033986891907,10067.551686193125,6176.775387883068,68944.7782311118
P038,residential,Residential Building,29,28,99.48067488720447,True,0.9004104971328577,1.1292839548944884,0.9916266206841399,8825.220040477316,15521.922128054914,2350.0401803028426,3844.872662506552,30216.444080609825
P038,residential,Residential Building,29,29,100.0,True,0.8974100550032016,1.1340150740838695,0.9943566237405148,0.0,4834.0650974731425,0.0,1863.173554997947,6609.73228956048
P039,residential,Residential Building,18,1,11.52446842476153,False,0.9971999999999999,1.004,1.003,665378.939922244,517790.3052702031,191512.79169735042,125996.36102603092,1428769.3784333619
P039,residential,Residential Building,18,2,15.054123055844451,False,0.9753943690991127,1.0082560267467833,1.0038451860960464,199332.60178706737,159258.39659285304,58655.54810960052,38589.514310229744,448310.92514653713
P039,residential,Residential Building,18,3,19.438674257335226,False,0.9543110824270936,1.0127193435354631,1.0051601075445293,242259.597837202,198707.17585692875,72862.1581480749,47936.050129061,580989.6283164882
P039,residential,Residential Building,18,4,24.746717906228668,False,0.9419916257194837,1.0171951279242657,0.9963540653052099,289499.2253920673,241622.879941273,88208.68956235684,58032.54078868696,674861.3851081381
P039,residential,Residential Building,18,5,30.97604262373706,False,0.9353479485930807,1.021734229319224,0.9952928412015379,337349.4812981885,284825.06991176703,103518.47244217059,68104.8545691865,813490.8278214651
P039,residential,Residential Building,18,6,38.02529676136831,False,0.9362797719154756,1.0259327764277197,0.9957506233418203,382133.126126669,323639.3888236617,117144.0008791377,77069.09651302273,937422.2368166401
P039,residential,Residential Building,18,7,45.68131639728772,False,0.9225676944052684,1.030264194578954,1.000243334432666,408947.12568911986,352980.6878018401,127227.18651511247,83702.82936409234,977999.0124202548
P039,residential,Residential Building,18,8,53.63408821934399,False,0.8793666203066539,1.03496487428827,1.0023202617788578,404906.15348551684,368335.3763105168,132158.59311146798,86947.2042195457,987065.9037309177
P039,residential,Residential Building,18,9,61.521906366354116,False,0.871191233389519,1.039626020928189,1.001241047479768,397865.4841211286,366972.33900906605,131079.19758704098,86237.06936651452,972402.5545624011
P039,residential,Residential Building,18,10,68.99462131652669,False,0.852859778445451,1.0441610829539247,0.9963348969633966,368996.229162975,349176.6695624253,124181.04236297481,81698.76960950113,928516.8548595912
P039,residential,Residential Building,18,11,75.77273397165085,False,0.8457432678059462,1.0491806766137406,0.9952732932214973,331904.5535838452,318242.63790955016,112638.19112323427,74104.72203083885,844958.2195375818
P039,residential,Residential Building,18,12,81.68249230036373,False,0.8392037542973583,1.0537599511768594,0.9980202761557249,287146.16344523884,278683.14942558017,98207.94105840859,64611.053327304224,727647.5871302944
P039,residential,Residential Building,18,13,86.66013012910426,False,0.8297160288850342,1.0582599540910853,0.9959905696053233,239121.51467596783,235730.05421659912,82718.02928386809,54420.232657264496,602434.9275751711
P039,residential,Residential Building,18,14,90.73207952381084,False,0.8345279504500849,1.0628943895717398,0.9939045092004797,196747.46144267925,193683.12618268369,67667.36368985532,44518.392268127034,501755.78794889705
P039,residential,Residential Building,18,15,93.98434312872733,False,0.819196060305732,1.0679310106265532,0.995252218158767,154255.07907982726,155427.6341687096,54045.883884326315,35556.81392093004,395489.35022034857
P039,residential,Residential Building,18,16,96.53261728149279,False,0.8127094635291794,1.0724820503822836,0.9926675072020797,119907.77510030019,122302.54126635997,42347.03753951346,27860.137084959217,311582.41198465816
P039,residential,Residential Building,18,17,98.49946947111953,True,0.7942012605566142,1.0771982107057216,0.9875916892763791,31654.555438243595,71109.54666412325,9805.502687190276,17202.78693542794,139993.48693797577
P039,residential,Residential Building,18,18,100.0,True,0.7771246380409949,1.0815733674934969,0.9877907697153354,0.0,21788.20108669638,0.0,8202.607672610171,30489.758493522975
P040,industrial,Industrial Building,35,1,1.6400943923203186,False,0.9971999999999999,1.004,1.003,210454.44886672407,177462.0734460459,109748.41354407849,35650.27892004285,531179.6305185122
P040,industrial,Industrial Building,35,2,2.1858120939184196,False,0.990510288432245,1.0083343867620191,0.9999215519006289,69555.90883595453,59302.856678224394,36517.198201367464,11862.114988426445,186952.98183928232
P040,industrial,Industrial Building,35,3,2.907757087244153,False,0.9753224498643798,1.012640509920967,1.0003732224424313,90606.49427889008,78788.42172903387,48309.608309492425,15692.718966363132,230672.30532634916
P040,industrial,Industrial Building,35,4,3.858771605225906,False,0.9590441202607792,1.0173573151410427,1.0008703208968164,117363.41318748116,104271.02768595466,63638.004674976946,20671.939969927047,313031.9460020282
P040,industrial,Industrial Building,35,5,5.104521463876523,False,0.9405337989399173,1.0220132839865437,0.9953798061907804,150769.0682251769,137211.45897867717,83360.48906687762,27078.520683597762,395999.66266695
P040,industrial,Industrial Building,35,6,6.724398277182281,False,0.9307438713521188,1.0268346114014253,0.999644321811341,194007.79136502751,179260.86302129072,108395.53578720076,35210.81498776431,509460.256108977
P040,industrial,Industrial Building,35,7,8.810744314982752,False,0.9187197845412985,1.0312147451103684,1.0009355254758903,246647.32386571637,231866.73714442036,139609.74979533747,45350.32771259334,656515.3003049563
P040,industrial,Industrial Building,35,8,11.465087517450586,False,0.9167649428882947,1.0358732252875675,1.0057042117202928,313128.12005677854,296323.8983570773,177617.79860744698,57696.725237639075,810440.1214404496
P040,industrial,Industrial Building,35,9,14.789794795350913,False,0.9039511925334793,1.0404839838173694,1.0034775699033263,386727.8008324671,372813.65303336387,222475.82270664186,72268.24403500202,1072602.0729968878
P040,industrial,Industrial Building,35,10,18.873750678327593,False,0.9172803194677623,1.0444657903361458,0.9984104828246118,482047.8109276059,459703.9727120447,273281.63625179906,88771.8213091928,1329958.6944705388
P040,industrial,Industrial Building,35,11,23.77186528319262,False,0.934288084797575,1.0490667678332612,0.9944570726056204,588866.366462865,553777.1949041393,327761.81039220915,106468.96462997586,1608369.3371947836
P040,industrial,Industrial Building,35,12,29.480827791699326,False,0.9250336745662253,1.0536083158296934,0.9944362205155063,679550.4919337101,648245.298431229,382020.43810711696,124094.14160876052,1716306.0914942157
P040,industrial,Industrial Building,35,13,35.91723685131399,False,0.9030404854274516,1.0584807528647528,0.9924808560047388,747924.6656903173,734225.7266247502,430698.18817811226,139906.44641746863,2046569.1739720923
P040,industrial,Industrial Building,35,14,42.90731614205068,False,0.8982416632772335,1.0633325315835802,0.984820816883272,807945.9245053016,801039.9903735004,467747.5371526308,151941.42334419303,2217853.545296851
P040,industrial,Industrial Building,35,15,50.19690260906871,False,0.8918579146343406,1.0682585574502295,0.9928745979483566,836576.305614702,839232.448390441,487789.333280864,158451.7281309058,2355522.525299175
P040,industrial,Industrial Building,35,16,57.48420631125657,False,0.8746063216184415,1.073266726333067,0.9973382668299821,820137.1387835146,842902.8645521041,487636.57998826256,158402.10830214163,2236414.8217233527
P040,industrial,Industrial Building,35,17,64.46781125128354,False,0.8627648921024857,1.0781018068171302,0.9958400079121776,775316.676077247,811413.8797940046,467314.3000642975,151800.69217060402,2225490.7855755417
P040,industrial,Industrial Building,35,18,70.89455189994118,False,0.8501442591863967,1.0829139583005734,0.9978156908901461,703056.775717062,750045.6918150213,430051.2176323967,139696.286838273,1947084.2348518095
P040,industrial,Industrial Building,35,19,76.59196696719333,False,0.8389757803970448,1.087948523665488,0.9929207193073829,615083.7888024555,668019.5951272614,381247.7305336285,123843.1380668512,1790661.1153291168
P040,industrial,Industrial Building,35,20,81.47794910635646,False,0.8364059040994278,1.0927938805127118,0.9955270948573373,525867.0533148322,575430.8271956348,326949.9553737448,106205.24457320012,1577576.598535507
P040,industrial,Industrial Building,35,21,85.55021912447339,False,0.8425646484938925,1.0975634520371524,0.9883218343369825,441516.3569902819,481691.73955451767,272499.6659363987,88517.80889160083,1256361.4589185636
P040,industrial,Industrial Building,35,22,88.86435935532452,False,0.8335781653219132,1.1026147685456553,0.9886573676128606,355487.39690290985,393819.9211035297,221768.71910643234,72038.55105121496,1046589.8719666628
P040,industrial,Industrial Building,35,23,91.50958753534982,False,0.8296820130197253,1.1077270726948376,0.9909588614164062,282411.13287953753,315790.3870439688,177007.8585593793,57498.594511773204,830036.6729602328
P040,industrial,Industrial Building,35,24,93.58834627435543,False,0.8271564462664125,1.1122917029910202,0.9943867771797101,221257.8785473785,249187.22893980218,139102.03876984978,45185.40469380047,647465.1138902192
P040,industrial,Industrial Building,35,25,95.20207561573265,False,0.8152643722779931,1.1170979736736217,0.9936581578053432,169291.89119599748,194278.59522199343,107984.17209092659,35077.189087979765,516659.28366751526
P040,industrial,Industrial Building,35,26,96.44294530340812,False,0.8098548477970782,1.1219219496399424,0.9913258221521795,129312.45568589734,150034.7349320841,83033.92797084933,26972.441754692172,399641.8892510472
P040,industrial,Industrial Building,35,27,97.39014501999382,False,0.8281315183483946,1.1267831589179138,0.9906342452294342,100936.41387047675,115023.05591913071,63382.73375693533,20589.01868537742,311236.7229235984
P040,industrial,Industrial Building,35,28,98.10914249075203,False,0.8117163986929985,1.1317494483080337,0.9891118112506502,75099.78261241168,87696.1745317955,48112.37214602167,15628.649482224051,223483.9331966795
P040,industrial,Industrial Building,35,29,98.65260261735271,False,0.7862688773966378,1.1367670362147013,0.9891388331170743,54985.19485562996,66579.74876888744,36366.13050942013,11813.042704100744,176602.43225001806
P040,industrial,Industrial Building,35,30,99.06206344898617,False,0.7520057730141444,1.1419345513901424,0.9937442010936768,39622.37793186885,50391.41721287564,27399.445355479977,8900.337031159184,127416.17827752922
P040,industrial,Industrial Building,35,31,99.36981843777635,False,0.7427097831919929,1.1472839911475674,0.9944718528239683,29412.45282632494,38052.13512195334,20593.706031891732,6689.585209716424,91970.75776935995
